"Timestamp","RunId","Step","StepMs","TotalMs"
"2026-02-15 11:19:47","20260215_111947_899","Load-Config","264.13","519.29"
"2026-02-15 11:19:47","20260215_111947_899","Apply-UiTheme","71.37","519.29"
"2026-02-15 11:19:47","20260215_111947_899","Ensure-Folders","23.99","519.29"
"2026-02-15 11:19:47","20260215_111947_899","Startup-TempCleanup (deleted=0 failed=0)","159.51","519.29"
"2026-02-15 19:39:31","20260215_193931_077","Load-Config","92.76","208.86"
"2026-02-15 19:39:31","20260215_193931_077","Apply-UiTheme","26.84","208.86"
"2026-02-15 19:39:31","20260215_193931_077","Ensure-Folders","11.97","208.86"
"2026-02-15 19:39:31","20260215_193931_077","Startup-TempCleanup (deleted=0 failed=0)","77.05","208.86"
"2026-02-15 20:22:51","20260215_202251_314","Load-Config","297.88","665.83"
"2026-02-15 20:22:51","20260215_202251_314","Apply-UiTheme","87.06","665.83"
"2026-02-15 20:22:51","20260215_202251_314","Ensure-Folders","42.28","665.83"
"2026-02-15 20:22:51","20260215_202251_314","Startup-TempCleanup (deleted=0 failed=0)","238.32","665.83"
"2026-02-15 20:30:13","20260215_203013_556","Load-Config","1087.01","2377"
"2026-02-15 20:30:13","20260215_203013_556","Apply-UiTheme","434.44","2377"
"2026-02-15 20:30:13","20260215_203013_556","Ensure-Folders","136.52","2377"
"2026-02-15 20:30:13","20260215_203013_556","Startup-TempCleanup (deleted=0 failed=0)","711.09","2377"
